Date,XLP,XLI,XLK,XLF,XLE,XLV,XLB,XLY,XLU
2000-01-04,-0.02856342127423339,-0.02801566995024496,-0.05206514784428906,-0.04470021118146805,-0.01900278019470414,-0.022953317589597955,-0.009674015848129658,-0.030544922971902366,-0.030629549960440094
2000-01-05,0.01751411199225128,-0.004467176308029064,-0.014956656249399458,-0.007888311125796132,0.02603729360980367,-0.009011446254865163,0.04048224565363756,-0.012375739607073388,0.02492158104752651
2000-01-06,0.018575919857680923,0.013341353167962033,-0.03371454098416571,0.042979856124563565,0.03782652681590393,0.0031899600678615414,0.025346696168625726,0.01130571280361714,-0.001718694124213993
2000-01-07,0.061466234869831826,0.03739209220761808,0.017305541055348428,0.016416224443127625,0.010629356037305415,0.012134110793004638,-0.0005685955021736966,0.04603313686683119,0.008564855105314129
2000-01-10,-0.022691097304806007,0.0,0.03728643273167043,-0.01779673088083289,-0.008382099081959637,0.09735801708490266,-0.0034211843211422455,-0.005125448727146598,0.003405028348369976
2000-01-11,0.0,-0.012848334878207801,-0.028743990641653117,-0.016713911493169586,0.0011218392361802554,-0.02700260593087167,-0.012065243271156323,-0.0056687832298676355,-0.010823557544443307
2000-01-12,0.005232534459717719,-0.011923805814055388,-0.004262149389941072,0.01947198614564538,-0.004493974085224117,-0.01675774857154133,-0.014556498900767156,-0.0057011016261974135,-0.01036288967471366
2000-01-13,0.00520470697970854,0.01890432442478973,0.009110541309435671,0.02985382822993632,0.017303832102951056,0.029384921398984076,0.004096882147150538,0.005184075567557844,-0.009302387765117492
2000-01-14,0.003238843747952469,-0.006980518610734343,0.02271445756971735,0.02312642867260939,-0.006105528036189245,-0.008725054543454736,-0.00703362865561008,-0.0025883798806796143,0.008143851620295628
2000-01-18,-0.016960574065599143,-0.0010778691531623252,0.00530500202031936,-0.033879267511631284,0.012174470597530629,-0.018673397860383467,-0.024413733666039494,-0.0057191415693664815,-0.004063021009190315
2000-01-19,0.007210841352840447,-0.0032416470047085255,0.001761777873251269,-0.0033840173777601734,-0.003305316290343141,0.02353012326258197,-0.019477037510249096,-0.002086956621979219,0.0005812677742473848
2000-01-20,-0.013810929679312967,-0.006514355369892755,0.005851678536951788,-0.018475046665630046,0.0,-0.007781665742295996,-0.026784048024158125,-0.013678047819568828,0.004640289379764795
2000-01-21,-0.011322891678992253,-0.012606652797135354,0.0011664669901301217,-0.012508974168476517,0.027219402951253358,-0.001955752475319983,0.00440887392760847,-0.020872968479906717,0.03189334732752358
2000-01-24,-0.029223692103176546,-0.029101321415230696,-0.03317847807063634,-0.018349205165132165,-0.036088557258440845,-0.03029679032406518,-0.026753069707302624,-0.0380315330018095,-0.01354413244115027
2000-01-25,-0.01249099135192866,-0.0056945297016168794,0.021159949091830832,0.010627022607284431,-0.002230326335677102,0.00703448014335617,-0.018899501909934058,0.006160804302045797,-0.02357077204038549
2000-01-26,0.009037264899748543,0.007963314763108187,-0.03328160331392338,0.03666978905578633,-0.01574820048874548,-0.004516636838996835,0.0,0.007232550673838212,-0.004664815432987135
2000-01-27,0.018512389855963374,0.005649927547052069,-0.009803897241162929,0.010810799001549576,-0.020618628417610863,-0.006054456800709929,0.0052496570453290925,-0.002775985386550328,-0.006450260031534594
2000-01-28,-0.008185621847843993,-0.026835598267825223,-0.03636721446738811,-0.03557159895246986,-0.011641976293141232,-0.020451021575464523,-0.017161765288426833,-0.04026587968422879,-0.005307878292783341
2000-01-31,0.01832408526351159,0.0069207684603105335,0.032666197530648144,0.027474221753322592,0.02314886769513258,-0.0046591869929732965,-0.006010532832918081,0.00749515608687501,0.04509404095298608
2000-02-01,-0.010138463415667598,-0.0069207684603105335,0.020795544343171102,0.005405614572373096,-0.0022912956317313604,0.012889649510563927,0.01792264107601582,0.03554670898390411,-0.0073754127733012265
2000-02-02,0.002035824469904579,0.0005784325516153821,0.0072378613628405475,-0.010159009364759886,0.006288111379476158,0.024293036701443782,0.004595517991948794,-0.0066742549108442795,-0.005138859378680749
2000-02-03,-0.013651710469097633,-0.0005784325516153821,0.0284377273546097,-0.006145522085111654,-0.012038064443090413,0.008959486713185694,-0.01717418293618067,0.0038982695242939513,-0.001718694124213993
2000-02-04,-0.000687576623801256,0.004042802885220187,0.011614244212128977,-0.010327216856437449,-0.029259134585958746,0.003462779685350359,-0.0013332826892287208,-0.0016691144533975688,-0.0051742251497375324
2000-02-07,-0.0013763381414597653,-0.01744244877136536,0.011481461842690166,-0.010434894566405006,0.011220217462701632,-0.016430404304129897,-0.019535659616249257,-0.021384819335546368,-0.0028854920532386252
2000-02-08,0.012320149287024407,0.004097568405954988,0.00909143166537385,0.01112725219559385,-0.008848170266250843,0.010983483594495969,-0.0027246183250941858,0.022498085350243446,0.0023096859675608705
2000-02-09,-0.008882654076979968,-0.010569262457627904,-0.012522153151830029,-0.023794773744589826,-0.03373773940698244,-0.018036592939029816,-0.019979979113409208,-0.016826352317606208,0.0
2000-02-10,-0.03420931300380259,-0.017267951799295744,0.02349078587350828,-0.028009120428087453,0.020619769880411143,-0.008631216473107273,-0.00838562226691919,-0.009090428544693996,-0.014522693610541815
2000-02-11,-0.01936238676015556,-0.021244825889533914,-0.026933317739628926,0.0021833634115067113,-0.012077787865589773,0.000509197230765146,-0.024868584588579434,-0.014372706163499949,-0.017709902443650005
2000-02-14,0.005055162977856131,0.015824209951352586,0.0005742181847940842,0.008682754303197537,0.015672535424421374,-0.018518522478464305,0.016411816836188198,0.005198124721652153,0.001190049003594984
2000-02-15,0.022088783681005086,0.01736088355763954,0.002868313681326562,0.0014398693486223912,0.04101344161946563,-0.007818580557513943,0.04226420240470308,0.0023014540595749367,-0.002381605900572792
2000-02-16,-0.01419447541851504,-0.002376628932996283,-0.00516792202414873,-0.021083561114878968,0.00458183305945381,-0.02866451876360765,-0.02333608292083067,-0.03986413610219719,-0.00418342792490245
